,time_point,type_0.95,CRISPR,count_bac,count_phage,bac_presence,phage_presence,count_bac_normalized,count_phage_normalized
0,0,45,1,1.0,0.0,0,0,8.272557610091196e-08,0.0
1,0,99,1,2.0,0.0,1,0,1.6545115220182393e-07,0.0
2,0,105,1,2.0,0.0,1,0,1.6545115220182393e-07,0.0
3,0,107,3,1.0,0.0,0,0,8.272557610091196e-08,0.0
4,0,108,3,1.0,0.0,0,0,8.272557610091196e-08,0.0
5,0,116,3,1.0,0.0,0,0,8.272557610091196e-08,0.0
6,0,120,3,1.0,0.0,0,0,8.272557610091196e-08,0.0
7,0,123,3,1.0,0.0,0,0,8.272557610091196e-08,0.0
8,0,124,3,1.0,0.0,0,0,8.272557610091196e-08,0.0
9,0,129,1,1.0,0.0,0,0,8.272557610091196e-08,0.0
10,0,135,3,2.0,0.0,1,0,1.6545115220182393e-07,0.0
11,0,141,3,4.0,0.0,1,0,3.3090230440364786e-07,0.0
12,0,147,3,1.0,0.0,0,0,8.272557610091196e-08,0.0
13,0,160,3,1.0,0.0,0,0,8.272557610091196e-08,0.0
14,0,161,1,3.0,0.0,1,0,2.481767283027359e-07,0.0
15,0,173,3,1.0,0.0,0,0,8.272557610091196e-08,0.0
16,0,181,1,1.0,0.0,0,0,8.272557610091196e-08,0.0
17,0,185,1,2.0,0.0,1,0,1.6545115220182393e-07,0.0
18,0,195,1,1.0,0.0,0,0,8.272557610091196e-08,0.0
19,0,196,1,2.0,0.0,1,0,1.6545115220182393e-07,0.0
20,0,207,1,1.0,0.0,0,0,8.272557610091196e-08,0.0
21,0,207,3,2.0,0.0,1,0,1.6545115220182393e-07,0.0
22,0,213,1,1.0,0.0,0,0,8.272557610091196e-08,0.0
23,0,216,3,1.0,0.0,0,0,8.272557610091196e-08,0.0
24,0,218,1,2.0,0.0,1,0,1.6545115220182393e-07,0.0
25,0,224,3,1.0,0.0,0,0,8.272557610091196e-08,0.0
26,0,227,1,1.0,0.0,0,0,8.272557610091196e-08,0.0
27,0,229,1,1.0,0.0,0,0,8.272557610091196e-08,0.0
28,0,230,1,1.0,0.0,0,0,8.272557610091196e-08,0.0
29,0,233,1,1.0,0.0,0,0,8.272557610091196e-08,0.0
30,0,235,3,1.0,0.0,0,0,8.272557610091196e-08,0.0
31,0,237,1,3.0,0.0,1,0,2.481767283027359e-07,0.0
32,0,238,3,1.0,0.0,0,0,8.272557610091196e-08,0.0
33,0,239,1,1.0,0.0,0,0,8.272557610091196e-08,0.0
34,0,240,1,1.0,0.0,0,0,8.272557610091196e-08,0.0
35,0,243,1,2.0,0.0,1,0,1.6545115220182393e-07,0.0
36,0,243,3,1.0,0.0,0,0,8.272557610091196e-08,0.0
37,0,250,3,3.0,0.0,1,0,2.481767283027359e-07,0.0
38,0,261,1,2.0,0.0,1,0,1.6545115220182393e-07,0.0
39,0,266,1,1.0,0.0,0,0,8.272557610091196e-08,0.0
40,0,271,1,2.0,0.0,1,0,1.6545115220182393e-07,0.0
41,0,272,1,2.0,0.0,1,0,1.6545115220182393e-07,0.0
42,0,272,3,1.0,0.0,0,0,8.272557610091196e-08,0.0
43,0,275,3,1.0,0.0,0,0,8.272557610091196e-08,0.0
44,0,276,3,1.0,0.0,0,0,8.272557610091196e-08,0.0
45,0,277,3,1.0,0.0,0,0,8.272557610091196e-08,0.0
46,0,279,1,1.0,0.0,0,0,8.272557610091196e-08,0.0
47,0,280,1,1.0,0.0,0,0,8.272557610091196e-08,0.0
48,0,281,1,1.0,0.0,0,0,8.272557610091196e-08,0.0
49,0,283,3,1.0,0.0,0,0,8.272557610091196e-08,0.0
50,0,284,1,1.0,0.0,0,0,8.272557610091196e-08,0.0
51,0,289,1,1.0,0.0,0,0,8.272557610091196e-08,0.0
52,0,289,3,3.0,0.0,1,0,2.481767283027359e-07,0.0
53,0,290,3,1.0,0.0,0,0,8.272557610091196e-08,0.0
54,0,292,1,1.0,0.0,0,0,8.272557610091196e-08,0.0
55,0,294,3,2.0,0.0,1,0,1.6545115220182393e-07,0.0
56,0,296,1,1.0,0.0,0,0,8.272557610091196e-08,0.0
57,0,299,1,1.0,0.0,0,0,8.272557610091196e-08,0.0
58,0,300,3,2.0,0.0,1,0,1.6545115220182393e-07,0.0
59,0,304,1,1.0,0.0,0,0,8.272557610091196e-08,0.0
60,0,306,3,2.0,0.0,1,0,1.6545115220182393e-07,0.0
61,0,308,1,1.0,0.0,0,0,8.272557610091196e-08,0.0
62,0,309,1,1.0,0.0,0,0,8.272557610091196e-08,0.0
63,0,310,1,5.0,0.0,1,0,4.136278805045598e-07,0.0
64,0,312,3,4.0,0.0,1,0,3.3090230440364786e-07,0.0
65,0,317,1,1.0,0.0,0,0,8.272557610091196e-08,0.0
66,0,321,1,2.0,0.0,1,0,1.6545115220182393e-07,0.0
67,0,321,3,1.0,0.0,0,0,8.272557610091196e-08,0.0
68,0,326,1,1.0,0.0,0,0,8.272557610091196e-08,0.0
69,0,327,1,1.0,0.0,0,0,8.272557610091196e-08,0.0
70,0,328,3,1.0,0.0,0,0,8.272557610091196e-08,0.0
71,0,330,1,1.0,0.0,0,0,8.272557610091196e-08,0.0
72,0,331,3,2.0,0.0,1,0,1.6545115220182393e-07,0.0
73,0,332,1,2.0,0.0,1,0,1.6545115220182393e-07,0.0
74,0,343,1,7.0,0.0,1,0,5.790790327063838e-07,0.0
